source,product_name,price,currency,rating,review_count,description,category,availability,product_url,image_url,scraped_at,price_raw,rating_raw
laptops,Asus VivoBook Max,399.0,$,1,0,"Asus VivoBook Max X541NA-GQ041 Black Chocolate, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 500GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/45,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.383297,$399,1
laptops,Asus VivoBook E502NA-GO022T Dark Blue,399.99,$,4,0,"Asus VivoBook E502NA-GO022T Dark Blue, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/71,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.383986,$399.99,4
laptops,Lenovo ThinkPad E31-80,404.23,$,1,0,"Lenovo ThinkPad E31-80, 13.3"" HD, Celeron 3855U 1.6GHz, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/72,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.384604,$404.23,1
laptops,Acer Aspire 3 A315-31 Black,408.98,$,4,0,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/73,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.385427,$408.98,4
laptops,Lenovo V110-15ISK,409.63,$,3,0,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/74,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.386056,$409.63,3
laptops,Acer Aspire ES1-732 Black,410.46,$,4,0,"Acer Aspire ES1-732 Black, 17.3"" HD+, Celeron, N3350, 4GB, 1TB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/75,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.386675,$410.46,4
laptops,Asus VivoBook 15 X540NA-GQ026T,410.66,$,4,0,"Asus VivoBook 15 X540NA-GQ026T Chocolate Black, 15.6"" HD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home, En/Ru kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/76,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.387279,$410.66,4
laptops,Packard 255 G2,416.99,$,2,0,"15.6"", AMD E2-3800 1.3GHz, 4GB, 500GB, Windows 8.1",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/31,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.387857,$416.99,2
laptops,Asus EeeBook R416NA-FA014T,433.3,$,1,0,"Asus EeeBook R416NA-FA014T, 14"" FHD, Pentium N4200, 4GB, 128GB eMMC, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/77,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.388447,$433.3,1
laptops,Acer Aspire 3 A315-51,436.29,$,1,0,"Acer Aspire 3 A315-51, 15.6"" HD, Core i3-6006U, 4GB, 1TB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/78,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.389066,$436.29,1
laptops,Acer Aspire ES1-572 Black,436.29,$,1,0,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/79,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.389703,$436.29,1
laptops,Acer Extensa 15 (2540) Black,439.73,$,4,0,"Acer Extensa 15 (2540) Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/80,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.390302,$439.73,4
laptops,Acer Aspire ES1-572 Black,454.62,$,1,0,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/81,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.391003,$454.62,1
laptops,Lenovo V110-15ISK,454.73,$,2,0,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/82,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.391801,$454.73,2
laptops,Acer Aspire A315-51-33TG,457.38,$,3,0,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/83,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.392453,$457.38,3
laptops,Lenovo V110-15IKB,465.95,$,1,0,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/84,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.393086,$465.95,1
laptops,Asus VivoBook 15 X540UA-DM260 Chocolate Black,468.56,$,3,0,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/85,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.393739,$468.56,3
laptops,Acer Aspire ES1-572 Black,469.1,$,3,0,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/86,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.395499,$469.1,3
laptops,Lenovo V510 Black,484.23,$,3,0,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/87,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.396500,$484.23,3
laptops,Acer Aspire ES1-572 Black,485.9,$,3,0,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/88,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.397181,$485.9,3
laptops,Lenovo V510 Black,487.8,$,2,0,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/89,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.397923,$487.8,2
laptops,Acer Swift 1 SF113-31 Silver,488.64,$,3,0,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/90,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.398724,$488.64,3
laptops,Dell Vostro 15,488.78,$,4,0,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/46,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.399667,$488.78,4
laptops,Acer Aspire 3 A315-51 Black,494.71,$,4,0,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/91,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.400338,$494.71,4
laptops,Dell Vostro 15 (3568) Red,497.17,$,1,0,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/92,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.401293,$497.17,1
laptops,Lenovo V510 Black,498.23,$,3,0,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/93,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.402014,$498.23,3
laptops,HP 250 G3,520.99,$,2,0,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/42,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.402676,$520.99,2
laptops,Acer Spin 5,564.98,$,2,0,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/47,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.403282,$564.98,2
laptops,HP 350 G1,577.99,$,2,0,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/44,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.403885,$577.99,2
laptops,Aspire E1-572G,581.99,$,1,0,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/36,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.404514,$581.99,1
laptops,Pavilion,609.99,$,1,0,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/38,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.405097,$609.99,1
laptops,Acer Aspire A515-51-5654,679.0,$,2,0,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/48,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.405680,$679,2
laptops,Dell Inspiron 15,679.0,$,2,0,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/49,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.406254,$679,2
laptops,Asus VivoBook S14,729.0,$,1,0,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/50,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.406836,$729,1
laptops,ProBook,739.99,$,4,0,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/34,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.407572,$739.99,4
laptops,Inspiron 15,745.99,$,3,0,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/39,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.408198,$745.99,3
laptops,Asus ROG STRIX GL553VD-DM256,799.0,$,2,0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/51,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.408781,$799,2
laptops,Acer Nitro 5 AN515-51,809.0,$,1,0,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/52,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.409465,$809,1
laptops,Asus ROG STRIX GL553VD-DM256,899.0,$,1,0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/53,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.410083,$899,1
laptops,Lenovo ThinkPad L570,999.0,$,3,0,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/54,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.410841,$999,3
laptops,ThinkPad Yoga,1033.99,$,2,0,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/37,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.411904,$1033.99,2
laptops,Lenovo ThinkPad L460,1096.02,$,4,0,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/94,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.412795,$1096.02,4
laptops,Dell Inspiron 15 (7567) Black,1098.42,$,1,0,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/95,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.413470,$1098.42,1
laptops,MSI GL72M 7RDX,1099.0,$,4,0,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/96,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.414106,$1099,4
laptops,MSI GL72M 7RDX,1099.0,$,1,0,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/97,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.414726,$1099,1
laptops,Asus ROG Strix GL553VD-DM535T,1101.83,$,2,0,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/98,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.415690,$1101.83,2
laptops,Dell Latitude 5280,1102.66,$,1,0,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/99,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.416828,$1102.66,1
laptops,Dell Latitude 5480,1110.14,$,3,0,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/100,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.417467,$1110.14,3
laptops,Lenovo Legion Y520-15IKBM,1112.91,$,4,0,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/101,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.418076,$1112.91,4
laptops,Toshiba Portege Z30-C-16J Grey,1114.55,$,1,0,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/102,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.418658,$1114.55,1
laptops,Acer Predator Helios 300 (PH317-51),1123.87,$,2,0,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/103,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.419259,$1123.87,2
laptops,Acer Aspire 7 A715-71G,1123.87,$,2,0,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/104,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.419835,$1123.87,2
laptops,Dell Inspiron 17 2in1 (7779) Silver,1124.2,$,3,0,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/105,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.420482,$1124.2,3
laptops,Dell Latitude 5480,1133.82,$,4,0,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/106,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.421062,$1133.82,4
laptops,Lenovo Legion Y520,1133.91,$,1,0,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/107,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.421646,$1133.91,1
laptops,Asus AsusPro Advanced BU401LA-FA271G Dark Grey,1139.54,$,3,0,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/108,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.422229,$1139.54,3
laptops,Acer Nitro 5 AN515-51,1140.62,$,3,0,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/109,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.422816,$1140.62,3
laptops,Dell Latitude 5480,1143.4,$,4,0,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/110,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.423567,$1143.4,4
laptops,Dell Inspiron 15 (7567) Black,1144.2,$,1,0,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/111,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.424181,$1144.2,1
laptops,Dell Latitude 5580,1144.4,$,3,0,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/112,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.424773,$1144.4,3
laptops,Lenovo Legion Y520-15IKBM,1149.0,$,3,0,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/55,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.425360,$1149,3
laptops,MSI GP62M 7RDX Leopard,1149.0,$,1,0,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/113,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.426037,$1149,1
laptops,Lenovo Yoga 720 Grey,1149.73,$,2,0,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/114,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.426630,$1149.73,2
laptops,Toshiba Portege Z30-C-16L Grey,1154.04,$,1,0,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/115,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.427347,$1154.04,1
laptops,Acer TravelMate P645-S-511A Black,1170.1,$,1,0,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/116,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.428365,$1170.1,1
laptops,Dell Latitude 5580,1178.19,$,3,0,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/117,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.429244,$1178.19,3
laptops,ThinkPad T540p,1178.99,$,1,0,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/33,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.430133,$1178.99,1
laptops,MSI GS63 7RD Stealth,1179.0,$,1,0,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",Laptops,Available,https://webscraper.io/test-sites/e-commerce/allinone/product/118,/images/test-sites/e-commerce/items/cart2.png,2026-09-04T15:26:19.430972,$1179,1
